fecha,departamento,casos,dp
2020-06-08,Huila,257.0,41
2020-06-08,Risaralda,278.0,66
2020-06-08,Tolima,289.0,73
2020-06-08,Cesar,449.0,20
2020-06-08,Chocó,473.0,27
2020-06-08,Magdalena,782.0,47
2020-06-08,Meta,990.0,50
2020-06-08,Cundinamarca,1345.0,25
2020-06-08,Antioquia,1574.0,5
2020-06-08,Nariño,1700.0,52
2020-06-08,Amazonas,2030.0,91
2020-06-08,Bolívar,4221.0,13
2020-06-08,Valle del Cauca,4675.0,76
2020-06-08,Atlántico,6763.0,8
2020-06-08,Bogotá D.C.,13325.0,11
2020-06-09,Vichada,1.0,99
2020-06-09,Arauca,2.0,81
2020-06-09,Guaviare,4.0,95
2020-06-09,Guainía,6.0,94
2020-06-09,Putumayo,11.0,86
2020-06-09,Vaupés,11.0,97
2020-06-09,San Andrés y Providencia,17.0,88
2020-06-09,Caquetá,25.0,18
2020-06-09,Casanare,36.0,85
2020-06-09,La Guajira,114.0,44
2020-06-09,Quindío,122.0,63
2020-06-09,Sucre,142.0,70
2020-06-09,Norte de Santander,147.0,54
2020-06-09,Cauca,160.0,19
2020-06-09,Caldas,179.0,17
2020-06-09,Santander,193.0,68
2020-06-09,Boyacá,227.0,15
2020-06-09,Córdoba,233.0,23
2020-06-09,Huila,259.0,41
2020-06-09,Risaralda,286.0,66
2020-06-09,Tolima,291.0,73
2020-06-09,Cesar,470.0,20
2020-06-09,Chocó,490.0,27
2020-06-09,Magdalena,801.0,47
2020-06-09,Meta,997.0,50
2020-06-09,Cundinamarca,1396.0,25
2020-06-09,Antioquia,1648.0,5
2020-06-09,Nariño,1793.0,52
2020-06-09,Amazonas,2034.0,91
2020-06-09,Bolívar,4363.0,13
2020-06-09,Valle del Cauca,4817.0,76
2020-06-09,Atlántico,7098.0,8
2020-06-09,Bogotá D.C.,13705.0,11
2020-06-10,Vichada,1.0,99
2020-06-10,Arauca,2.0,81
2020-06-10,Guaviare,4.0,95
2020-06-10,Guainía,7.0,94
2020-06-10,Putumayo,11.0,86
2020-06-10,Vaupés,11.0,97
2020-06-10,San Andrés y Providencia,17.0,88
2020-06-10,Caquetá,25.0,18
2020-06-10,Casanare,36.0,85
2020-06-10,La Guajira,114.0,44
2020-06-10,Quindío,122.0,63
2020-06-10,Norte de Santander,147.0,54
2020-06-10,Cauca,163.0,19
2020-06-10,Sucre,164.0,70
2020-06-10,Caldas,184.0,17
2020-06-10,Santander,201.0,68
2020-06-10,Boyacá,231.0,15
2020-06-10,Córdoba,238.0,23
2020-06-10,Huila,259.0,41
2020-06-10,Risaralda,294.0,66
2020-06-10,Tolima,295.0,73
2020-06-10,Cesar,496.0,20
2020-06-10,Chocó,558.0,27
2020-06-10,Magdalena,821.0,47
2020-06-10,Meta,999.0,50
2020-06-10,Cundinamarca,1436.0,25
2020-06-10,Antioquia,1704.0,5
2020-06-10,Nariño,1988.0,52
2020-06-10,Amazonas,2067.0,91
2020-06-10,Bolívar,4483.0,13
2020-06-10,Valle del Cauca,4975.0,76
2020-06-10,Atlántico,7504.0,8
2020-06-10,Bogotá D.C.,14125.0,11
2020-06-11,Vichada,1.0,99
2020-06-11,Arauca,2.0,81
2020-06-11,Guaviare,4.0,95
2020-06-11,Guainía,7.0,94
2020-06-11,Vaupés,11.0,97
2020-06-11,Putumayo,12.0,86
2020-06-11,San Andrés y Providencia,17.0,88
2020-06-11,Caquetá,25.0,18
2020-06-11,Casanare,36.0,85
2020-06-11,La Guajira,115.0,44
2020-06-11,Quindío,123.0,63
2020-06-11,Norte de Santander,147.0,54
2020-06-11,Cauca,166.0,19
2020-06-11,Sucre,171.0,70
2020-06-11,Caldas,187.0,17
2020-06-11,Santander,206.0,68
2020-06-11,Boyacá,235.0,15
2020-06-11,Córdoba,246.0,23
2020-06-11,Huila,266.0,41
2020-06-11,Risaralda,302.0,66
2020-06-11,Tolima,311.0,73
2020-06-11,Cesar,498.0,20
2020-06-11,Chocó,578.0,27
2020-06-11,Magdalena,835.0,47
2020-06-11,Meta,1001.0,50
2020-06-11,Cundinamarca,1527.0,25
2020-06-11,Antioquia,1733.0,5
2020-06-11,Nariño,2029.0,52
2020-06-11,Amazonas,2076.0,91
2020-06-11,Bolívar,4622.0,13
2020-06-11,Valle del Cauca,5256.0,76
2020-06-11,Atlántico,7935.0,8
2020-06-11,Bogotá D.C.,14532.0,11
2020-06-12,Vichada,1.0,99
2020-06-12,Arauca,3.0,81
2020-06-12,Guaviare,4.0,95
2020-06-12,Guainía,7.0,94
2020-06-12,Vaupés,11.0,97
2020-06-12,Putumayo,12.0,86
2020-06-12,San Andrés y Providencia,18.0,88
2020-06-12,Caquetá,25.0,18
2020-06-12,Casanare,37.0,85
2020-06-12,La Guajira,115.0,44
2020-06-12,Quindío,124.0,63
2020-06-12,Norte de Santander,147.0,54
2020-06-12,Cauca,170.0,19
2020-06-12,Caldas,190.0,17
2020-06-12,Sucre,193.0,70
2020-06-12,Santander,210.0,68
2020-06-12,Boyacá,235.0,15
2020-06-12,Córdoba,251.0,23
2020-06-12,Huila,266.0,41
2020-06-12,Risaralda,308.0,66
2020-06-12,Tolima,339.0,73
2020-06-12,Cesar,504.0,20
2020-06-12,Chocó,583.0,27
2020-06-12,Magdalena,853.0,47
2020-06-12,Meta,1008.0,50
2020-06-12,Cundinamarca,1583.0,25
2020-06-12,Antioquia,1783.0,5
2020-06-12,Nariño,2056.0,52
2020-06-12,Amazonas,2092.0,91
2020-06-12,Bolívar,4753.0,13
2020-06-12,Valle del Cauca,5441.0,76
2020-06-12,Atlántico,8600.0,8
2020-06-12,Bogotá D.C.,14936.0,11
2020-06-13,Vichada,1.0,99
2020-06-13,Arauca,4.0,81
2020-06-13,Guaviare,6.0,95
2020-06-13,Guainía,7.0,94
2020-06-13,Putumayo,12.0,86
2020-06-13,San Andrés y Providencia,18.0,88
2020-06-13,Caquetá,25.0,18
2020-06-13,Vaupés,27.0,97
2020-06-13,Casanare,37.0,85
2020-06-13,La Guajira,121.0,44
2020-06-13,Quindío,125.0,63
2020-06-13,Norte de Santander,152.0,54
2020-06-13,Cauca,179.0,19
2020-06-13,Caldas,190.0,17
2020-06-13,Sucre,210.0,70
2020-06-13,Santander,228.0,68
2020-06-13,Boyacá,240.0,15
2020-06-13,Córdoba,257.0,23
2020-06-13,Huila,269.0,41
2020-06-13,Risaralda,315.0,66
2020-06-13,Tolima,379.0,73
2020-06-13,Cesar,527.0,20
2020-06-13,Chocó,681.0,27
2020-06-13,Magdalena,917.0,47
2020-06-13,Meta,1009.0,50
2020-06-13,Cundinamarca,1662.0,25
2020-06-13,Antioquia,1885.0,5
2020-06-13,Nariño,2081.0,52
2020-06-13,Amazonas,2112.0,91
2020-06-13,Bolívar,4903.0,13
2020-06-13,Valle del Cauca,5631.0,76
2020-06-13,Atlántico,9082.0,8
2020-06-13,Bogotá D.C.,15454.0,11
2020-06-14,Vichada,1.0,99
2020-06-14,Arauca,5.0,81
2020-06-14,Guainía,7.0,94
2020-06-14,Guaviare,7.0,95
2020-06-14,Putumayo,13.0,86
2020-06-14,San Andrés y Providencia,18.0,88
2020-06-14,Caquetá,25.0,18
2020-06-14,Vaupés,27.0,97
2020-06-14,Casanare,38.0,85
2020-06-14,Quindío,126.0,63
2020-06-14,La Guajira,129.0,44
2020-06-14,Norte de Santander,157.0,54
2020-06-14,Cauca,187.0,19
2020-06-14,Caldas,195.0,17
2020-06-14,Sucre,233.0,70
2020-06-14,Santander,239.0,68
2020-06-14,Boyacá,245.0,15
2020-06-14,Huila,271.0,41
2020-06-14,Córdoba,283.0,23
2020-06-14,Risaralda,323.0,66
2020-06-14,Tolima,382.0,73
2020-06-14,Cesar,541.0,20
2020-06-14,Chocó,695.0,27
2020-06-14,Magdalena,943.0,47
2020-06-14,Meta,1013.0,50
2020-06-14,Cundinamarca,1690.0,25
2020-06-14,Antioquia,2022.0,5
2020-06-14,Amazonas,2127.0,91
2020-06-14,Nariño,2149.0,52
2020-06-14,Bolívar,5144.0,13
2020-06-14,Valle del Cauca,5828.0,76
2020-06-14,Atlántico,9844.0,8
2020-06-14,Bogotá D.C.,16033.0,11
2020-06-15,Vichada,1.0,99
2020-06-15,Guainía,7.0,94
2020-06-15,Guaviare,9.0,95
2020-06-15,Putumayo,13.0,86
2020-06-15,San Andrés y Providencia,19.0,88
2020-06-15,Caquetá,25.0,18
2020-06-15,Vaupés,27.0,97
2020-06-15,Casanare,38.0,85
2020-06-15,Arauca,46.0,81
2020-06-15,Quindío,128.0,63
2020-06-15,La Guajira,140.0,44
2020-06-15,Norte de Santander,158.0,54
2020-06-15,Cauca,190.0,19
2020-06-15,Caldas,199.0,17
2020-06-15,Sucre,235.0,70
2020-06-15,Boyacá,250.0,15
2020-06-15,Santander,260.0,68
2020-06-15,Huila,273.0,41
2020-06-15,Córdoba,285.0,23
2020-06-15,Risaralda,323.0,66
2020-06-15,Tolima,392.0,73
2020-06-15,Cesar,553.0,20
2020-06-15,Chocó,716.0,27
2020-06-15,Magdalena,970.0,47
2020-06-15,Meta,1023.0,50
2020-06-15,Cundinamarca,1719.0,25
2020-06-15,Amazonas,2132.0,91
2020-06-15,Antioquia,2149.0,5
2020-06-15,Nariño,2170.0,52
2020-06-15,Bolívar,5249.0,13
2020-06-15,Valle del Cauca,6075.0,76
2020-06-15,Atlántico,10890.0,8
2020-06-15,Bogotá D.C.,16401.0,11
2020-06-16,Vichada,1.0,99
2020-06-16,Guainía,7.0,94
2020-06-16,Putumayo,13.0,86
2020-06-16,San Andrés y Providencia,20.0,88
2020-06-16,Caquetá,25.0,18
2020-06-16,Vaupés,27.0,97
2020-06-16,Guaviare,31.0,95
2020-06-16,Casanare,38.0,85
2020-06-16,Arauca,46.0,81
2020-06-16,Quindío,129.0,63
2020-06-16,La Guajira,149.0,44
2020-06-16,Norte de Santander,162.0,54
2020-06-16,Cauca,197.0,19
2020-06-16,Caldas,204.0,17
2020-06-16,Boyacá,255.0,15
2020-06-16,Sucre,265.0,70
2020-06-16,Huila,277.0,41
2020-06-16,Santander,279.0,68
2020-06-16,Córdoba,311.0,23
2020-06-16,Risaralda,324.0,66
2020-06-16,Tolima,404.0,73
2020-06-16,Cesar,559.0,20
2020-06-16,Chocó,823.0,27
2020-06-16,Magdalena,991.0,47
2020-06-16,Meta,1024.0,50
2020-06-16,Cundinamarca,1762.0,25
2020-06-16,Amazonas,2172.0,91
2020-06-16,Nariño,2205.0,52
2020-06-16,Antioquia,2274.0,5
2020-06-16,Bolívar,5406.0,13
2020-06-16,Valle del Cauca,6286.0,76
2020-06-16,Atlántico,11432.0,8
2020-06-16,Bogotá D.C.,16836.0,11
2020-06-17,Vichada,1.0,99
2020-06-17,Guainía,7.0,94
2020-06-17,Putumayo,15.0,86
2020-06-17,San Andrés y Providencia,20.0,88
2020-06-17,Caquetá,25.0,18
2020-06-17,Vaupés,27.0,97
2020-06-17,Guaviare,32.0,95
2020-06-17,Casanare,39.0,85
2020-06-17,Arauca,46.0,81
2020-06-17,Quindío,131.0,63
2020-06-17,La Guajira,159.0,44
2020-06-17,Norte de Santander,163.0,54
2020-06-17,Caldas,204.0,17
2020-06-17,Cauca,208.0,19
2020-06-17,Boyacá,261.0,15
2020-06-17,Huila,281.0,41
2020-06-17,Sucre,293.0,70
2020-06-17,Santander,311.0,68
2020-06-17,Córdoba,317.0,23
2020-06-17,Risaralda,332.0,66
2020-06-17,Tolima,469.0,73
2020-06-17,Cesar,588.0,20
2020-06-17,Chocó,841.0,27
2020-06-17,Magdalena,1019.0,47
2020-06-17,Meta,1030.0,50
2020-06-17,Cundinamarca,1790.0,25
2020-06-17,Amazonas,2180.0,91
2020-06-17,Nariño,2222.0,52
2020-06-17,Antioquia,2370.0,5
2020-06-17,Bolívar,5533.0,13
2020-06-17,Valle del Cauca,6512.0,76
2020-06-17,Atlántico,12235.0,8
2020-06-17,Bogotá D.C.,17388.0,11
2020-06-18,Vichada,1.0,99
2020-06-18,Guainía,7.0,94
2020-06-18,Putumayo,15.0,86
2020-06-18,San Andrés y Providencia,20.0,88
2020-06-18,Caquetá,26.0,18
2020-06-18,Vaupés,27.0,97
2020-06-18,Guaviare,35.0,95
2020-06-18,Casanare,41.0,85
2020-06-18,Arauca,51.0,81
2020-06-18,Quindío,139.0,63
2020-06-18,La Guajira,162.0,44
2020-06-18,Norte de Santander,184.0,54
2020-06-18,Caldas,206.0,17
2020-06-18,Cauca,214.0,19
2020-06-18,Boyacá,265.0,15
2020-06-18,Huila,285.0,41
2020-06-18,Santander,338.0,68
2020-06-18,Risaralda,383.0,66
2020-06-18,Córdoba,385.0,23
2020-06-18,Sucre,399.0,70
2020-06-18,Tolima,502.0,73
2020-06-18,Cesar,612.0,20
2020-06-18,Chocó,921.0,27
2020-06-18,Meta,1036.0,50
2020-06-18,Magdalena,1110.0,47
2020-06-18,Cundinamarca,1856.0,25
2020-06-18,Amazonas,2185.0,91
2020-06-18,Nariño,2376.0,52
2020-06-18,Antioquia,2498.0,5
2020-06-18,Bolívar,5823.0,13
2020-06-18,Valle del Cauca,6785.0,76
2020-06-18,Atlántico,13159.0,8
2020-06-18,Bogotá D.C.,18174.0,11
2020-06-19,Vichada,1.0,99
2020-06-19,Guainía,7.0,94
2020-06-19,Putumayo,15.0,86
2020-06-19,San Andrés y Providencia,23.0,88
2020-06-19,Caquetá,26.0,18
2020-06-19,Vaupés,27.0,97
2020-06-19,Guaviare,36.0,95
2020-06-19,Casanare,51.0,85
2020-06-19,Arauca,53.0,81
2020-06-19,Quindío,142.0,63
2020-06-19,La Guajira,171.0,44
2020-06-19,Norte de Santander,202.0,54
2020-06-19,Caldas,210.0,17
2020-06-19,Cauca,231.0,19
2020-06-19,Huila,287.0,41
2020-06-19,Boyacá,289.0,15
2020-06-19,Santander,356.0,68
2020-06-19,Risaralda,396.0,66
2020-06-19,Córdoba,413.0,23
2020-06-19,Sucre,442.0,70
2020-06-19,Tolima,512.0,73
2020-06-19,Cesar,626.0,20
2020-06-19,Chocó,953.0,27
2020-06-19,Meta,1055.0,50
2020-06-19,Magdalena,1141.0,47
2020-06-19,Cundinamarca,1916.0,25
2020-06-19,Amazonas,2193.0,91
2020-06-19,Nariño,2469.0,52
2020-06-19,Antioquia,2657.0,5
2020-06-19,Bolívar,6245.0,13
2020-06-19,Valle del Cauca,7028.0,76
2020-06-19,Atlántico,13893.0,8
2020-06-19,Bogotá D.C.,19214.0,11
2020-06-20,Vichada,1.0,99
2020-06-20,Guainía,7.0,94
2020-06-20,Putumayo,17.0,86
2020-06-20,San Andrés y Providencia,23.0,88
2020-06-20,Caquetá,26.0,18
2020-06-20,Vaupés,27.0,97
2020-06-20,Guaviare,37.0,95
2020-06-20,Casanare,52.0,85
2020-06-20,Arauca,55.0,81
2020-06-20,Quindío,145.0,63
2020-06-20,La Guajira,186.0,44
2020-06-20,Caldas,215.0,17
2020-06-20,Norte de Santander,226.0,54
2020-06-20,Cauca,244.0,19
2020-06-20,Huila,293.0,41
2020-06-20,Boyacá,294.0,15
2020-06-20,Santander,377.0,68
2020-06-20,Risaralda,411.0,66
2020-06-20,Córdoba,429.0,23
2020-06-20,Sucre,490.0,70
2020-06-20,Tolima,526.0,73
2020-06-20,Cesar,691.0,20
2020-06-20,Chocó,972.0,27
2020-06-20,Meta,1066.0,50
2020-06-20,Magdalena,1190.0,47
2020-06-20,Cundinamarca,1964.0,25
2020-06-20,Amazonas,2193.0,91
2020-06-20,Nariño,2495.0,52
2020-06-20,Antioquia,2753.0,5
2020-06-20,Bolívar,6486.0,13
2020-06-20,Valle del Cauca,7230.0,76
2020-06-20,Atlántico,14775.0,8
2020-06-20,Bogotá D.C.,19741.0,11
2020-06-21,Vichada,1.0,99
2020-06-21,Guainía,14.0,94
2020-06-21,Putumayo,17.0,86
2020-06-21,San Andrés y Providencia,23.0,88
2020-06-21,Caquetá,26.0,18
2020-06-21,Vaupés,27.0,97
2020-06-21,Guaviare,37.0,95
2020-06-21,Casanare,56.0,85
2020-06-21,Arauca,61.0,81
2020-06-21,Quindío,146.0,63
2020-06-21,La Guajira,210.0,44
2020-06-21,Caldas,217.0,17
2020-06-21,Norte de Santander,245.0,54
2020-06-21,Cauca,251.0,19
2020-06-21,Boyacá,301.0,15
2020-06-21,Huila,306.0,41
2020-06-21,Risaralda,420.0,66
2020-06-21,Córdoba,447.0,23
2020-06-21,Santander,476.0,68
2020-06-21,Sucre,530.0,70
2020-06-21,Tolima,595.0,73
2020-06-21,Cesar,699.0,20
2020-06-21,Chocó,982.0,27
2020-06-21,Meta,1099.0,50
2020-06-21,Magdalena,1268.0,47
2020-06-21,Cundinamarca,1997.0,25
2020-06-21,Amazonas,2205.0,91
2020-06-21,Nariño,2625.0,52
2020-06-21,Antioquia,2924.0,5
2020-06-21,Bolívar,6751.0,13
2020-06-21,Valle del Cauca,7521.0,76
2020-06-21,Atlántico,15497.0,8
2020-06-21,Bogotá D.C.,20682.0,11
2020-06-22,Vichada,1.0,99
2020-06-22,Guainía,14.0,94
2020-06-22,Putumayo,17.0,86
2020-06-22,San Andrés y Providencia,23.0,88
2020-06-22,Caquetá,26.0,18
2020-06-22,Vaupés,28.0,97
2020-06-22,Guaviare,37.0,95
2020-06-22,Casanare,58.0,85
2020-06-22,Arauca,70.0,81
2020-06-22,Quindío,149.0,63
2020-06-22,La Guajira,219.0,44
2020-06-22,Caldas,230.0,17
2020-06-22,Norte de Santander,249.0,54
2020-06-22,Cauca,257.0,19
2020-06-22,Boyacá,306.0,15
2020-06-22,Huila,309.0,41
2020-06-22,Risaralda,423.0,66
2020-06-22,Córdoba,465.0,23
2020-06-22,Santander,498.0,68
2020-06-22,Sucre,587.0,70
2020-06-22,Tolima,672.0,73
2020-06-22,Cesar,728.0,20
2020-06-22,Chocó,1011.0,27
2020-06-22,Meta,1104.0,50
2020-06-22,Magdalena,1289.0,47
2020-06-22,Cundinamarca,2037.0,25
2020-06-22,Amazonas,2205.0,91
2020-06-22,Nariño,2682.0,52
2020-06-22,Antioquia,3011.0,5
2020-06-22,Bolívar,7062.0,13
2020-06-22,Valle del Cauca,7659.0,76
2020-06-22,Atlántico,16248.0,8
2020-06-22,Bogotá D.C.,21514.0,11
2020-06-23,Vichada,1.0,99
2020-06-23,Guainía,14.0,94
2020-06-23,Putumayo,19.0,86
2020-06-23,San Andrés y Providencia,23.0,88
2020-06-23,Caquetá,26.0,18
2020-06-23,Vaupés,28.0,97
2020-06-23,Guaviare,37.0,95
2020-06-23,Casanare,59.0,85
2020-06-23,Arauca,72.0,81
2020-06-23,Quindío,150.0,63
2020-06-23,La Guajira,227.0,44
2020-06-23,Caldas,236.0,17
2020-06-23,Norte de Santander,257.0,54
2020-06-23,Cauca,272.0,19
2020-06-23,Boyacá,311.0,15
2020-06-23,Huila,313.0,41
2020-06-23,Risaralda,435.0,66
2020-06-23,Córdoba,474.0,23
2020-06-23,Santander,508.0,68
2020-06-23,Sucre,641.0,70
2020-06-23,Tolima,687.0,73
2020-06-23,Cesar,731.0,20
2020-06-23,Chocó,1030.0,27
2020-06-23,Meta,1135.0,50
2020-06-23,Magdalena,1317.0,47
2020-06-23,Cundinamarca,2131.0,25
2020-06-23,Amazonas,2212.0,91
2020-06-23,Nariño,2715.0,52
2020-06-23,Antioquia,3101.0,5
2020-06-23,Bolívar,7232.0,13
2020-06-23,Valle del Cauca,7913.0,76
2020-06-23,Atlántico,16889.0,8
2020-06-23,Bogotá D.C.,22381.0,11
2020-06-24,Vichada,1.0,99
2020-06-24,Guainía,14.0,94
2020-06-24,Putumayo,19.0,86
2020-06-24,San Andrés y Providencia,23.0,88
2020-06-24,Caquetá,26.0,18
2020-06-24,Vaupés,28.0,97
2020-06-24,Guaviare,37.0,95
2020-06-24,Casanare,62.0,85
2020-06-24,Arauca,76.0,81
2020-06-24,Quindío,152.0,63
2020-06-24,Caldas,237.0,17
2020-06-24,La Guajira,247.0,44
2020-06-24,Norte de Santander,272.0,54
2020-06-24,Cauca,292.0,19
2020-06-24,Huila,314.0,41
2020-06-24,Boyacá,327.0,15
2020-06-24,Risaralda,462.0,66
2020-06-24,Córdoba,492.0,23
2020-06-24,Santander,519.0,68
2020-06-24,Tolima,722.0,73
2020-06-24,Sucre,726.0,70
2020-06-24,Cesar,783.0,20
2020-06-24,Chocó,1148.0,27
2020-06-24,Meta,1157.0,50
2020-06-24,Magdalena,1383.0,47
2020-06-24,Cundinamarca,2187.0,25
2020-06-24,Amazonas,2221.0,91
2020-06-24,Nariño,2814.0,52
2020-06-24,Antioquia,3243.0,5
2020-06-24,Bolívar,7473.0,13
2020-06-24,Valle del Cauca,8340.0,76
2020-06-24,Atlántico,17980.0,8
2020-06-24,Bogotá D.C.,23341.0,11
2020-06-25,Vichada,1.0,99
2020-06-25,Guainía,14.0,94
2020-06-25,Putumayo,19.0,86
2020-06-25,San Andrés y Providencia,23.0,88
2020-06-25,Caquetá,26.0,18
2020-06-25,Vaupés,28.0,97
2020-06-25,Guaviare,37.0,95
2020-06-25,Casanare,65.0,85
2020-06-25,Arauca,76.0,81
2020-06-25,Quindío,156.0,63
2020-06-25,Caldas,239.0,17
2020-06-25,La Guajira,258.0,44
2020-06-25,Norte de Santander,280.0,54
2020-06-25,Cauca,308.0,19
2020-06-25,Huila,317.0,41
2020-06-25,Boyacá,332.0,15
2020-06-25,Risaralda,473.0,66
2020-06-25,Córdoba,530.0,23
2020-06-25,Santander,546.0,68
2020-06-25,Tolima,730.0,73
2020-06-25,Cesar,789.0,20
2020-06-25,Sucre,838.0,70
2020-06-25,Meta,1171.0,50
2020-06-25,Chocó,1235.0,27
2020-06-25,Magdalena,1482.0,47
2020-06-25,Amazonas,2229.0,91
2020-06-25,Cundinamarca,2283.0,25
2020-06-25,Nariño,2885.0,52
2020-06-25,Antioquia,3466.0,5
2020-06-25,Bolívar,7868.0,13
2020-06-25,Valle del Cauca,8688.0,76
2020-06-25,Atlántico,18601.0,8
2020-06-25,Bogotá D.C.,24611.0,11
2020-06-26,Vichada,1.0,99
2020-06-26,Guainía,14.0,94
2020-06-26,Putumayo,19.0,86
2020-06-26,San Andrés y Providencia,23.0,88
2020-06-26,Caquetá,26.0,18
2020-06-26,Vaupés,28.0,97
2020-06-26,Guaviare,37.0,95
2020-06-26,Casanare,65.0,85
2020-06-26,Arauca,76.0,81
2020-06-26,Quindío,159.0,63
2020-06-26,Caldas,242.0,17
2020-06-26,La Guajira,270.0,44
2020-06-26,Norte de Santander,290.0,54
2020-06-26,Cauca,319.0,19
2020-06-26,Huila,321.0,41
2020-06-26,Boyacá,340.0,15
2020-06-26,Risaralda,494.0,66
2020-06-26,Córdoba,554.0,23
2020-06-26,Santander,575.0,68
2020-06-26,Tolima,734.0,73
2020-06-26,Cesar,809.0,20
2020-06-26,Sucre,886.0,70
2020-06-26,Meta,1182.0,50
2020-06-26,Chocó,1320.0,27
2020-06-26,Magdalena,1538.0,47
2020-06-26,Amazonas,2242.0,91
2020-06-26,Cundinamarca,2389.0,25
2020-06-26,Nariño,2977.0,52
2020-06-26,Antioquia,3656.0,5
2020-06-26,Bolívar,8155.0,13
2020-06-26,Valle del Cauca,8937.0,76
2020-06-26,Atlántico,20258.0,8
2020-06-26,Bogotá D.C.,25511.0,11
2020-06-27,Vichada,1.0,99
2020-06-27,Guainía,14.0,94
2020-06-27,Putumayo,19.0,86
2020-06-27,San Andrés y Providencia,23.0,88
2020-06-27,Vaupés,28.0,97
2020-06-27,Caquetá,31.0,18
2020-06-27,Guaviare,37.0,95
2020-06-27,Casanare,66.0,85
2020-06-27,Arauca,76.0,81
2020-06-27,Quindío,160.0,63
2020-06-27,Caldas,243.0,17
2020-06-27,La Guajira,298.0,44
2020-06-27,Norte de Santander,307.0,54
2020-06-27,Huila,322.0,41
2020-06-27,Cauca,328.0,19
2020-06-27,Boyacá,351.0,15
2020-06-27,Risaralda,502.0,66
2020-06-27,Córdoba,591.0,23
2020-06-27,Santander,629.0,68
2020-06-27,Tolima,758.0,73
2020-06-27,Cesar,882.0,20
2020-06-27,Sucre,967.0,70
2020-06-27,Meta,1200.0,50
2020-06-27,Chocó,1390.0,27
2020-06-27,Magdalena,1623.0,47
2020-06-27,Amazonas,2253.0,91
2020-06-27,Cundinamarca,2451.0,25
2020-06-27,Nariño,3040.0,52
2020-06-27,Antioquia,3864.0,5
2020-06-27,Bolívar,8578.0,13
2020-06-27,Valle del Cauca,9278.0,76
2020-06-27,Atlántico,21205.0,8
2020-06-27,Bogotá D.C.,27083.0,11
2020-06-28,Vichada,1.0,99
2020-06-28,Guainía,14.0,94
2020-06-28,Putumayo,22.0,86
2020-06-28,San Andrés y Providencia,23.0,88
2020-06-28,Vaupés,28.0,97
2020-06-28,Caquetá,35.0,18
2020-06-28,Guaviare,37.0,95
2020-06-28,Casanare,67.0,85
2020-06-28,Arauca,76.0,81
2020-06-28,Quindío,160.0,63
2020-06-28,Caldas,253.0,17
2020-06-28,Huila,325.0,41
2020-06-28,Norte de Santander,326.0,54
2020-06-28,Cauca,349.0,19
2020-06-28,Boyacá,355.0,15
2020-06-28,La Guajira,372.0,44
2020-06-28,Risaralda,508.0,66
2020-06-28,Santander,646.0,68
2020-06-28,Córdoba,652.0,23
2020-06-28,Tolima,815.0,73
2020-06-28,Cesar,944.0,20
2020-06-28,Sucre,1082.0,70
2020-06-28,Meta,1221.0,50
2020-06-28,Chocó,1420.0,27
2020-06-28,Magdalena,1751.0,47
2020-06-28,Amazonas,2260.0,91
2020-06-28,Cundinamarca,2535.0,25
2020-06-28,Nariño,3184.0,52
2020-06-28,Antioquia,4080.0,5
2020-06-28,Bolívar,8810.0,13
2020-06-28,Valle del Cauca,9468.0,76
2020-06-28,Atlántico,22062.0,8
2020-06-28,Bogotá D.C.,27895.0,11
2020-06-29,Vichada,1.0,99
2020-06-29,Guainía,14.0,94
2020-06-29,San Andrés y Providencia,23.0,88
2020-06-29,Putumayo,26.0,86
2020-06-29,Vaupés,28.0,97
2020-06-29,Caquetá,35.0,18
2020-06-29,Guaviare,37.0,95
2020-06-29,Casanare,67.0,85
2020-06-29,Arauca,76.0,81
2020-06-29,Quindío,161.0,63
2020-06-29,Caldas,257.0,17
2020-06-29,Norte de Santander,330.0,54
2020-06-29,Huila,332.0,41
2020-06-29,Cauca,356.0,19
2020-06-29,Boyacá,358.0,15
2020-06-29,La Guajira,409.0,44
2020-06-29,Risaralda,511.0,66
2020-06-29,Santander,688.0,68
2020-06-29,Córdoba,755.0,23
2020-06-29,Tolima,926.0,73
2020-06-29,Cesar,992.0,20
2020-06-29,Sucre,1142.0,70
2020-06-29,Meta,1230.0,50
2020-06-29,Chocó,1451.0,27
2020-06-29,Magdalena,1773.0,47
2020-06-29,Amazonas,2277.0,91
2020-06-29,Cundinamarca,2590.0,25
2020-06-29,Nariño,3307.0,52
2020-06-29,Antioquia,4223.0,5
2020-06-29,Bolívar,8966.0,13
2020-06-29,Valle del Cauca,9628.0,76
2020-06-29,Atlántico,22793.0,8
2020-06-29,Bogotá D.C.,29288.0,11
2020-06-30,Vichada,1.0,99
2020-06-30,Guainía,14.0,94
2020-06-30,San Andrés y Providencia,23.0,88
2020-06-30,Putumayo,28.0,86
2020-06-30,Vaupés,28.0,97
2020-06-30,Caquetá,35.0,18
2020-06-30,Guaviare,37.0,95
2020-06-30,Casanare,67.0,85
2020-06-30,Arauca,76.0,81
2020-06-30,Quindío,167.0,63
2020-06-30,Caldas,259.0,17
2020-06-30,Norte de Santander,335.0,54
2020-06-30,Huila,340.0,41
2020-06-30,Boyacá,368.0,15
2020-06-30,Cauca,373.0,19
2020-06-30,La Guajira,454.0,44
2020-06-30,Risaralda,511.0,66
2020-06-30,Santander,712.0,68
2020-06-30,Córdoba,797.0,23
